fpr,thresholds,tpr
0.0,1.0,0.045951859956236324
0.0,0.9999998999999999,0.05196936542669584
0.0,0.99999976,0.05470459518599562
0.0,0.99999964,0.05798687089715536
0.0,0.9999995,0.058533916849015315
0.0,0.99999917,0.06181619256017506
0.0,0.9999988999999999,0.06291028446389496
0.0,0.9999988000000001,0.06400437636761488
0.0,0.9999986999999999,0.06673960612691467
0.0,0.99999845,0.06892778993435449
0.0,0.99999833,0.07056892778993436
0.0,0.9999979999999999,0.07275711159737418
0.0,0.99999774,0.07385120350109409
0.0,0.9999976,0.07603938730853392
0.0,0.9999974,0.07658643326039387
0.0,0.9999969999999999,0.07768052516411379
0.0,0.9999956,0.08096280087527352
0.0,0.99999547,0.08205689277899343
0.0,0.99999464,0.0836980306345733
0.0,0.9999945,0.08479212253829321
0.0,0.9999944,0.08533916849015317
0.0,0.99999404,0.08643326039387308
0.0,0.999992,0.08916849015317287
0.0,0.9999914000000001,0.09080962800875274
0.0,0.99999046,0.09245076586433261
0.0,0.9999902,0.09354485776805252
0.0,0.9999894,0.09463894967177243
0.0,0.9999888000000001,0.09573304157549234
0.0,0.9999650999999999,0.11652078774617068
0.0,0.9999646999999999,0.11761487964989059
0.0,0.99996376,0.11925601750547046
0.0,0.9999627000000001,0.12035010940919037
0.0,0.9999578000000001,0.12253829321663019
0.0,0.99995756,0.12363238512035012
0.0,0.9999566999999999,0.12472647702407003
0.0,0.9999559000000001,0.12582056892778992
0.0,0.99992156,0.1422319474835886
0.0,0.9999176,0.14332603938730853
0.0,0.9993575000000001,0.19474835886214442
0.0,0.9993386999999999,0.19584245076586435
0.0,0.9959766,0.25601750547045954
0.00019508388607101054,0.9958610999999999,0.25601750547045954
0.00019508388607101054,0.97780013,0.350109409190372
0.0003901677721420211,0.97772276,0.350109409190372
0.0003901677721420211,0.9746882,0.3583150984682713
0.0005852516582130316,0.9745555,0.3583150984682713
0.0005852516582130316,0.9612444,0.387308533916849
0.0007803355442840422,0.961067,0.387308533916849
0.0007803355442840422,0.9514166,0.4075492341356674
0.0009754194303550526,0.9510559999999999,0.4075492341356674
0.0009754194303550526,0.9500709999999999,0.4086433260393873
0.0011705033164260631,0.9493450000000001,0.4086433260393873
0.0011705033164260631,0.9467038000000001,0.4113785557986871
0.0013655872024970737,0.9466288,0.4113785557986871
0.0013655872024970737,0.9431339,0.41739606126914663
0.0015606710885680843,0.9430721,0.41739606126914663
0.0015606710885680843,0.94050765,0.4217724288840263
0.001755754974639095,0.9404923000000001,0.4217724288840263
0.001755754974639095,0.9403325000000001,0.42286652078774617
0.0019508388607101053,0.94019204,0.42286652078774617
0.0019508388607101053,0.9365019,0.4261487964989059
0.002145922746781116,0.93602175,0.4261487964989059
0.002145922746781116,0.92184734,0.4425601750547046
0.0023410066328521262,0.9216883,0.4425601750547046
0.0023410066328521262,0.9203565,0.44529540481400437
0.002536090518923137,0.9191552,0.44529540481400437
0.002536090518923137,0.9129902,0.449671772428884
0.0027311744049941474,0.91276115,0.449671772428884
0.0027311744049941474,0.9122678,0.45021881838074396
0.002926258291065158,0.91198057,0.45021881838074396
0.002926258291065158,0.9109265999999999,0.45185995623632386
0.0031213421771361686,0.9106171999999999,0.45185995623632386
0.0031213421771361686,0.9012406999999999,0.4638949671772429
0.003316426063207179,0.9006684000000001,0.4638949671772429
0.003316426063207179,0.89977974,0.4660831509846827
0.00351150994927819,0.8977963,0.4660831509846827
0.00351150994927819,0.89036113,0.47319474835886216
0.0037065938353492,0.8901326999999999,0.47319474835886216
0.0037065938353492,0.8892628,0.4737417943107221
0.0039016777214202106,0.88891894,0.4737417943107221
0.0039016777214202106,0.88454247,0.47811816192560175
0.004291845493562232,0.88344425,0.47811816192560175
0.004291845493562232,0.88273853,0.47921225382932164
0.004486929379633242,0.88213646,0.47921225382932164
0.004486929379633242,0.8675394000000001,0.49179431072210067
0.0046820132657042525,0.8669882999999999,0.49179431072210067
0.0046820132657042525,0.86348087,0.49562363238512036
0.004877097151775264,0.86313945,0.49562363238512036
0.004877097151775264,0.8570131,0.5010940919037199
0.005072181037846274,0.8566537000000001,0.5010940919037199
0.005072181037846274,0.85126805,0.5038293216630197
0.0052672649239172845,0.85084045,0.5038293216630197
0.0052672649239172845,0.8487129000000001,0.5076586433260394
0.005462348809988295,0.8486961999999999,0.5076586433260394
0.005462348809988295,0.8481586999999999,0.5082056892778993
0.005657432696059305,0.8481004000000001,0.5082056892778993
0.005657432696059305,0.8468114,0.5098468271334792
0.005852516582130316,0.8464261000000001,0.5098468271334792
0.005852516582130316,0.8448502,0.5109409190371991
0.006047600468201327,0.84392196,0.5109409190371991
0.006047600468201327,0.83927137,0.5158643326039387
0.006242684354272337,0.83873874,0.5158643326039387
0.006242684354272337,0.83761835,0.5175054704595186
0.006437768240343348,0.8372394000000001,0.5175054704595186
0.006437768240343348,0.83664435,0.5180525164113785
0.006632852126414358,0.83578277,0.5180525164113785
0.006632852126414358,0.8291889000000001,0.5235229759299781
0.006827936012485368,0.82814944,0.5235229759299781
0.006827936012485368,0.8216459999999999,0.5284463894967177
0.00702301989855638,0.8209347,0.5284463894967177
0.00702301989855638,0.8112849,0.5333698030634574
0.00721810378462739,0.81073207,0.5333698030634574
0.00721810378462739,0.8079883000000001,0.5361050328227571
0.0074131876706984,0.80652684,0.5361050328227571
0.0074131876706984,0.80328745,0.5388402625820569
0.007608271556769411,0.8026138,0.5388402625820569
0.007608271556769411,0.797597,0.5432166301969366
0.007803355442840421,0.79693335,0.5432166301969366
0.007803355442840421,0.794578,0.5443107221006565
0.008193523214982443,0.7941861,0.5443107221006565
0.008193523214982443,0.78637314,0.5492341356673961
0.008388607101053453,0.7862191999999999,0.5492341356673961
0.008388607101053453,0.7806743,0.5525164113785558
0.008583690987124463,0.77935296,0.5525164113785558
0.008583690987124463,0.7786504,0.5536105032822757
0.008778774873195474,0.77772415,0.5536105032822757
0.008778774873195474,0.76952034,0.5585339168490153
0.009168942645337495,0.76907796,0.5585339168490153
0.009168942645337495,0.7674718,0.5607221006564551
0.009364026531408505,0.76641864,0.5607221006564551
0.009364026531408505,0.7624883000000001,0.5650984682713348
0.009559110417479515,0.76127696,0.5650984682713348
0.009559110417479515,0.7580659000000001,0.5667396061269147
0.009754194303550527,0.7573376,0.5667396061269147
0.009754194303550527,0.75421286,0.5678336980306345
0.009949278189621538,0.751312,0.5678336980306345
